['urlkey', 'timestamp', 'original', 'mimetype', 'statuscode', 'digest', 'length']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.62', '20220617183554', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.62&r=stable', 'application/x-javascript', '200', 'XVOXCICHZBDZHLEWJUGNYVCZ2O4XGF2G', '85411']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.62', '20220619063331', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.62&r=stable', 'application/x-javascript', '200', 'WTQMWL6UP4PEJFIYRDHGCBUOTF4EJ66H', '85890']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.62', '20220620073520', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.62&r=stable', 'application/x-javascript', '200', 'TKS3ZE7OH23KJJVQMVUFSGUYXHR7DV5B', '85899']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.62', '20220621074132', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.62&r=stable', 'application/x-javascript', '200', 'DYFDPHW7DYXHGLFB7YXBRZY3WJLCVWZR', '85930']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.62', '20220622064146', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.62&r=stable', 'application/x-javascript', '200', 'JAJ3MGWI5ODQXZYF7MUEVKUIFQUDXWUH', '85899']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.62', '20220623061458', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.62&r=stable', 'application/x-javascript', '200', '5U2BEIA2ATHVMDB6YCYEBJCAG4JI25QC', '85928']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.62', '20220624062341', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.62&r=stable', 'application/x-javascript', '200', 'AYM3IESH23NTPVLBBIPZDUWBEQZWYTQN', '85891']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.62', '20220625070410', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.62&r=stable', 'application/x-javascript', '200', 'SX7ENGPSFTT47H6NHCP4OX4CMM4QPQMW', '85899']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.62', '20220626061935', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.62&r=stable', 'application/x-javascript', '200', 'XXN7XZINN5XZEQ3ENVQVN2LY5UIE7WO2', '85933']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.62', '20220627071636', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.62&r=stable', 'application/x-javascript', '200', 'PJOGXIB3CYY24I64K6IS7SAORNS7SE2J', '85888']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.62', '20220628074036', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.62&r=stable', 'application/x-javascript', '200', 'KBIRE7WN4IORDOS3FN7KGUK7TWFUICOF', '85901']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.64', '20220630102333', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.64&r=stable', 'application/x-javascript', '200', 'MRBU6H7D4MHLW5DOG3TLDOYXZZZC7G56', '84593']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.64', '20220702135405', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.64&r=stable', 'application/x-javascript', '200', 'KI24KSP43W32TKQ5Y4FSKOVJYRIBHHGR', '84595']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.64', '20220703163650', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.64&r=stable', 'application/x-javascript', '200', '7RTHVVOOTVAMNJ27M5TMDZ5CLJF6Z7A6', '84598']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.64', '20220704111424', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.64&r=stable', 'application/x-javascript', '200', 'BAKRA5PKB6LPPALDPAC4GVXOZGDTSDEO', '84625']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.64', '20220705150618', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.64&r=stable', 'application/x-javascript', '200', 'NNEQLLVLYV6GH5KGYKWHQ45LLV2C365W', '84584']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.64', '20220706132405', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.64&r=stable', 'application/x-javascript', '200', 'RKECSE6T2HMGZ2EVYP5G3QC55UDQ4TRJ', '84585']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.64', '20220707095516', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.64&r=stable', 'application/x-javascript', '200', 'DMFB63YNI426BWDAWACAREEIQXFAQOWX', '84597']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.64', '20220709113658', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.64&r=stable', 'application/x-javascript', '200', 'PS6QIVGT5RZFK3Y5ICYVMBIX24YAUUAM', '84594']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.64', '20220710075002', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.64&r=stable', 'application/x-javascript', '200', 'EWFWHK7QMLNOQRQCNP2ERL4WSE5Q4RRQ', '84628']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.64', '20220711101110', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.64&r=stable', 'application/x-javascript', '200', 'E5PZJU6KZESNT2JGZZBNP3BSN35XSTVS', '84590']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.64', '20220712075314', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.64&r=stable', 'application/x-javascript', '200', 'RWQIPLGSG7IAO3T66GV62OUML5CZQFND', '84621']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.64', '20220713083015', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.64&r=stable', 'application/x-javascript', '200', 'LTHNSTCI3SZF2UYGB25MM233LLVWBAKZ', '84596']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.65', '20220714080324', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.65&r=stable', 'application/x-javascript', '200', 'GCG4EP6H34NJRBUABN5S35R5M536D5RU', '86835']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.65', '20220715074802', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.65&r=stable', 'application/x-javascript', '200', 'VMW6ZKIDXYZL6FIKJUJ6JHVJ6VOPRNUN', '86868']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.65', '20220716082756', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.65&r=stable', 'application/x-javascript', '200', 'BZUC6EPMQJLALKN5OYOAPHCWGP6QPUR5', '86977']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.65', '20220717074723', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.65&r=stable', 'application/x-javascript', '200', 'IDGZD3SUALTYBOCMEXJKNIPJSUABFJ63', '86560']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.65', '20220718081009', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.65&r=stable', 'application/x-javascript', '200', 'A7TUWKLGL7ZJ6WWFAU3EKEGV2GSDVXJY', '86837']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.77', '20220825235733', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.77&r=stable', 'application/x-javascript', '200', 'LONNYSOGGLQADSCI4P7VHU5XOT4E3KZU', '86977']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.77', '20220827072248', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.77&r=stable', 'application/x-javascript', '200', 'QRRLNAI7HHH3OK3DLHBU76RGFE3XF6GH', '86939']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.78', '20220828081148', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.78&r=stable', 'application/x-javascript', '200', 'BXID4YX3JG27EXJJIO3EHGSIXSBIUNPR', '87083']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.78', '20220830062544', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.78&r=stable', 'application/x-javascript', '200', 'TZJZMTZFNK7YTJCBJRIAH6LE4AP4HRZF', '86931']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.78', '20220831175014', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.78&r=stable', 'application/x-javascript', '200', '2XWOB2PPM7UZQ3PJPAIY2JSN3IBCWUPQ', '87508']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.78', '20220901072734', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.78&r=stable', 'application/x-javascript', '200', 'PO57RFUHCU5OXTQ3ZFRI6WOWOPYYKIFH', '87485']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.79', '20220902084846', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.79&r=stable', 'application/x-javascript', '200', 'EKHEMVUWFTZ3SOU5RPFWTGE7WTYVP2ZG', '87497']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.79', '20220903090430', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.79&r=stable', 'application/x-javascript', '200', 'RICQYSMAWO6PI7ZTEAZWAO5ZNJF6FLDJ', '87508']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.79', '20220904080036', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.79&r=stable', 'application/x-javascript', '200', 'PXMC4WHW563FNKUDRHSHXCAF3FXXO34N', '87497']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.79', '20220905072443', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.79&r=stable', 'application/x-javascript', '200', 'WDNAPOZZDDUQAFWHC2AENVQ5UHXCXYN5', '87508']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.79', '20220906213811', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.79&r=stable', 'application/x-javascript', '200', 'P2V5VS4KL3XMSYCBQ47ZIKXTO57HFPMS', '87509']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.79', '20220907081439', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.79&r=stable', 'application/x-javascript', '200', 'J5VZVO565BLQYLTXKHQPJEMS4XJIX3CM', '87235']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.79', '20220908121235', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.79&r=stable', 'application/x-javascript', '200', 'IB7QHVK2K3OVK7IWJCDKUAZUHOAOVIAM', '87506']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.79', '20220909140540', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.79&r=stable', 'application/x-javascript', '200', 'WAHSVIEQ3YRM6JF34HCQNVCU3VEZ2XOL', '87243']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.79', '20220910080933', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.79&r=stable', 'application/x-javascript', '200', 'GO6G6VZTUCJC5LYJYUZRMZF6EU2OKQ67', '87505']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.79', '20220911062757', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.79&r=stable', 'application/x-javascript', '200', 'HXA4OWD4SEOOURYFOJ5BSFVKCSLP65XS', '87509']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.79', '20220912060511', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.79&r=stable', 'application/x-javascript', '200', 'LN2AZZ2MB23C5GBJJF7BB7FMGHAUSGQ2', '87517']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.79', '20220913091047', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.79&r=stable', 'application/x-javascript', '200', 'KTOYELHA2HGHBSIR3RMRPXQBYAZWCXVQ', '86968']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.79', '20220914061613', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.79&r=stable', 'application/x-javascript', '200', 'SQJPW3IL7WGDOALXADNDSAUH4RYXYAKK', '86963']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.81', '20220915080617', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.81&r=stable', 'application/x-javascript', '200', 'QJDJHVX6JCOY3W5S32C453POI3QXHAPQ', '87392']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.81', '20220916063934', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.81&r=stable', 'application/x-javascript', '200', 'T6IDRQL6LDT7EABPJ5K5LY7YRQ44MH65', '87374']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.83', '20220917063253', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.83&r=stable', 'application/x-javascript', '200', 'VHDI2NLN7FE4WDZ7GH64YRUIUVXDO2XH', '87375']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.83', '20220918070031', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.83&r=stable', 'application/x-javascript', '200', 'Z2LISP4QFZM2BSBOSYK7RSIWJ4ISKTJ7', '87389']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.83', '20220919082301', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.83&r=stable', 'application/x-javascript', '200', '475FRNDKBZTOMFIMXVFKH4QJ56H2D3AV', '87110']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.83', '20220920074802', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.83&r=stable', 'application/x-javascript', '200', 'XB7GV4LUCED2U3SEARMHJ7TMNREWVXPZ', '87397']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.83', '20220923082151', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.83&r=stable', 'application/x-javascript', '200', 'RXANBXIWK6YNVB7MEFMKIOKD467CHFFI', '87382']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.83', '20220924162758', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.83&r=stable', 'application/x-javascript', '200', 'EOEBRH4H3IOTTSC565WKX5UQHDVWV4J6', '87122']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.84', '20220925123100', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.84&r=stable', 'application/x-javascript', '200', 'KPC3PFKCMU5M3SLHDBUBWO6OSSS5YN6X', '84774']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.84', '20220926133245', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.84&r=stable', 'application/x-javascript', '200', 'GEKNZN4UUU5MQRAUN73TYWIYFDKRGXM7', '84761']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.84', '20220927123017', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.84&r=stable', 'application/x-javascript', '200', 'TLK7LR4XBOLAOIMUNUFPSE77DWLMHG3X', '84769']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.84', '20220930143406', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.84&r=stable', 'application/x-javascript', '200', 'VYMPHEK2RB5DJEWFC5QJIR6GZQ6UOLTA', '84761']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.84', '20221001103800', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.84&r=stable', 'application/x-javascript', '200', '4BVSHDZXUSAPB3QDTHS6GKFDOKPETUNU', '84759']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.84', '20221002090136', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.84&r=stable', 'application/x-javascript', '200', 'A4ISLAIUDGS5KOTVWBQQ3USKICSVRVQJ', '84761']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.84', '20221003101502', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.84&r=stable', 'application/x-javascript', '200', 'INIUSMDZVZOUK3ZAVSTWQ5XM75QWRL3T', '84773']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.84', '20221004070623', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.84&r=stable', 'warc/revisit', '-', 'VYMPHEK2RB5DJEWFC5QJIR6GZQ6UOLTA', '1227']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.84', '20221005111048', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.84&r=stable', 'application/x-javascript', '200', 'BUJLAJKCMHGFQT6YOPB5XV2O622IJNT5', '84770']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.84', '20221006093224', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.84&r=stable', 'application/x-javascript', '200', 'O4G3TUIQ34QLEEUJHJWNTRDFJQBWFDU4', '84772']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.84', '20221007084719', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.84&r=stable', 'application/x-javascript', '200', '6SRBV6WSYKAIPQJACE5GREVOV4QGVXHT', '84772']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.84', '20221008072238', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.84&r=stable', 'application/x-javascript', '200', 'CQ3DD3HL655GTXEHVS6QSG4WORMHA2XA', '84758']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.84', '20221009084924', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.84&r=stable', 'application/x-javascript', '200', 'AC2DBGSJ6FQ62KLG4YQRZSE7TTI6T43I', '84774']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.84', '20221010082523', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.84&r=stable', 'application/x-javascript', '200', 'XTVUYX2UXHGP2CJGOEHUPJ2R3ZJO5YOW', '84760']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.84', '20221011070735', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.84&r=stable', 'application/x-javascript', '200', 'FUJTJJH53EEF4YCZKMG6F73PCVZHWKLR', '84773']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.84', '20221012073454', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.84&r=stable', 'application/x-javascript', '200', 'SKX4VC4EFD6L7NPAUQF7YMCXCIJTDXTE', '84772']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.84', '20221013075518', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.84&r=stable', 'application/x-javascript', '200', '3XXYYBLLRGANIKNRFK6H5IYX4SOCKQPS', '84771']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.84', '20221014065530', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.84&r=stable', 'application/x-javascript', '200', 'NYTQQ7KGYZIRJWSZJ7GTBXLAG3HIDR2P', '84771']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.85', '20221015075637', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.85&r=stable', 'application/x-javascript', '200', 'FVBMHNZ5SN656XHGCXE5RM44N37QDUIV', '84790']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.85', '20221016064642', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.85&r=stable', 'application/x-javascript', '200', 'WZE4CSVZ5ZP3BCDRTE7AHGA6QHC76KQU', '84778']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.85', '20221017065434', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.85&r=stable', 'application/x-javascript', '200', 'N32RM4GBZ6TKDEV7CHD2ZSLTBPO7SQSN', '84777']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.85', '20221018072056', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.85&r=stable', 'application/x-javascript', '200', 'H4DP35KKWRGDFT4DN4H2VKVIDFUGMXOK', '84765']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.86', '20221019091411', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.86&r=stable', 'application/x-javascript', '200', 'IPZ4RNXDQGX4N67VFXT4YGJHM6KD2BBB', '84767']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.87', '20221021033805', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.87&r=stable', 'application/x-javascript', '200', '3QCBM5KZK7NB6ZYKGI7LOVUDLYODNJXV', '84780']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.87', '20221021092420', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.87&r=stable', 'application/x-javascript', '200', 'NANMLPEN34DLM35DE4N6N46M4CLXHTE7', '84766']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.87', '20221022132521', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.87&r=stable', 'application/x-javascript', '200', 'TE4263DRYQ4Y5NMAKYD5D3M4IV4GYGAQ', '84756']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.87', '20221023075707', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.87&r=stable', 'application/x-javascript', '200', 'BVFMQZUNJXHAOK5JFQTR6ZYLXAMCTEEN', '84779']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.87', '20221024082055', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.87&r=stable', 'application/x-javascript', '200', 'HSWPU5CE3UE5QGAVGLFEKWN4DYEJUMDO', '84764']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.87', '20221025075429', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.87&r=stable', 'application/x-javascript', '200', 'CI27GCSHK5XTQU22VEIBNO54SJBMMBJR', '84769']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.89', '20221029084720', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.89&r=stable', 'application/x-javascript', '200', 'L2IXL7UA6ZBUIKLUTWCULLPS2RJMEU7B', '84798']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.89', '20221030083938', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.89&r=stable', 'application/x-javascript', '200', 'V344HIQ43ED3VA2QPFXGLUUQ7AJFLA25', '84812']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.89', '20221031115911', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.89&r=stable', 'application/x-javascript', '200', 'XBUNPWVL2C2HPJI7SHF4DCKJBLYFKTW7', '84802']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.89', '20221101120126', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.89&r=stable', 'application/x-javascript', '200', 'VPPWBCZLISJVNER26D7NTU47PYSPSWEJ', '85340']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.89', '20221102093804', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.89&r=stable', 'application/x-javascript', '200', 'EPXLVTIRPWTNUFLHFW3FNLBREE44KDJK', '85350']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.89', '20221103125853', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.89&r=stable', 'application/x-javascript', '200', 'QYFMGWYWMTJYSNC3FXIC3WKIBC7SQEMY', '84814']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.89', '20221104110240', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.89&r=stable', 'application/x-javascript', '200', 'IKELYX4HQPSCIKKQDCZPZXGUYGFSZR6O', '84799']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.89', '20221105075632', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.89&r=stable', 'warc/revisit', '-', 'IKELYX4HQPSCIKKQDCZPZXGUYGFSZR6O', '1214']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.89', '20221107132009', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.89&r=stable', 'application/x-javascript', '200', 'FXIW3XWAYANC777CL7AQRS4RNJCAW644', '84801']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.89', '20221108102926', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.89&r=stable', 'application/x-javascript', '200', 'BBD5ZZKXXCC6S7GDF72XOFLIMEWL5ZAP', '84813']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.89', '20221109103902', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.89&r=stable', 'application/x-javascript', '200', 'DSO5OVVLDGBBICHF777L6SRIJ4I3DFEW', '84810']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.89', '20221110092934', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.89&r=stable', 'application/x-javascript', '200', 'EDIGAOSEWDQQIEB4C32GMSMOTEESDFMJ', '84798']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.89', '20221111111059', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.89&r=stable', 'application/x-javascript', '200', 'XFBBQKADECLXC7GA6HIP54TMK64JDYVM', '84880']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.89', '20221114064756', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.89&r=stable', 'application/x-javascript', '200', 'MJCAUNH4WSAS7LYLFPH7E46EZOCHOYZJ', '84814']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.89', '20221115091127', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.89&r=stable', 'application/x-javascript', '200', '2UIGVNKCP7EDIZGQ6JREJEXGCZCU7GVP', '87099']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.89', '20221116092006', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.89&r=stable', 'application/x-javascript', '200', 'U2MQYDNNVRKNR3K7HL5XI4SKMHANG5W4', '87086']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.89', '20221117093438', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.89&r=stable', 'application/x-javascript', '200', 'LO7O7QLXIQ54ZMJOV27VU6TRIZSCTFT2', '87094']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.89', '20221119090637', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.89&r=stable', 'application/x-javascript', '200', '5SEW42WY2XQJ5GKBKLTU5BAF2RMJECS5', '87091']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.89', '20221120114824', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.89&r=stable', 'application/x-javascript', '200', '37FHQUBSB2BTQXFI2GL4ADYH55Y2PZQE', '87104']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.89', '20221122094642', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.89&r=stable', 'application/x-javascript', '200', 'PSXEJGAKPSDGDSZQICDR2X6NGBSLTEB6', '86823']
