['urlkey', 'timestamp', 'original', 'mimetype', 'statuscode', 'digest', 'length']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.41', '20210624054908', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.41&r=stable', 'warc/revisit', '-', 'VBKMA66GRY6M7PIE7AMK53NV3IPZ4FAL', '1191']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.42', '20210625054039', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.42&r=stable', 'application/x-javascript', '200', 'XUTO3ED7MBHTV254GCE3YLLX2HM67ZGG', '77034']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.42', '20210626064543', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.42&r=stable', 'application/x-javascript', '200', 'PIMGBAU2CHLB65QIE7IEH5JMGDWVUAT7', '77034']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.42', '20210627055731', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.42&r=stable', 'application/x-javascript', '200', 'JMAAMPMRUCRNPEASI6GUAFHQPQOFGGOF', '77050']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.42', '20210628063318', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.42&r=stable', 'application/x-javascript', '200', 'NYKTFCO4SNOFEDVBK6FWY5YME3JYWTWK', '77035']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.42', '20210629070731', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.42&r=stable', 'application/x-javascript', '200', 'IYP4LPM5XYYR34UVSSP65HLMKGBGYXKG', '77049']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.42', '20210630054047', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.42&r=stable', 'application/x-javascript', '200', 'HIKLC6LS25IJVERZDPOO6ZSSMK7IMEGO', '77084']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.42', '20210701060441', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.42&r=stable', 'warc/revisit', '-', 'HIKLC6LS25IJVERZDPOO6ZSSMK7IMEGO', '1180']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210702083631', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'TG4RU45VWBAJHBYI5RL3KFIAYCARKUMY', '77097']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210703061256', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'XVEPITMXNKTNZFU2Q7TIEZEEEDJE4Q7F', '77091']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210704055550', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'F5XKQWAAUD6WF2FSDJHMNSSHM3QW4LEO', '76454']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210705055003', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', '7AP4STGNGLUVTDXMTBYTMJCI5BFV347X', '76718']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210706054700', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'ZSVP43JRMT4OUJUMBFOURGUO3VEJHPJE', '76643']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210707060412', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'IA3LBHFD6XJ2OFHEHYHYJKGO4T33DZVD', '76900']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210708062951', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'SWJNHFSUTPVDNY3ANW3VHAMVEYLUHLKR', '76923']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210709053333', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'G676HCF6EFR5B6VTJKMM2LQIP2O5UVJE', '76647']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210710060652', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'HWTWROHQPJ3XEVGBH3ZE45K2H5GEEKQA', '76929']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210711062039', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'VF3IDVL32OWPBDEWXASSVPX3M5YYFWK5', '76939']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210712062539', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'EJHEFAD7UTG7DN3BALG7M74H2D2JGO6L', '76936']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210713061342', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'EBT5SUTP3NTFAUCNIGK7LUZS44DMPYK5', '76945']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210714062158', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'ULAAMJEVCQULFDLFQMJN2X4DDRXGVHMV', '76664']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210715060105', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'FW2ZDNCU5YQNZLXXCFAWKNZQWXG33SOW', '77099']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210716062845', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'PXCPYTNYJDSRE4HJYHIZ4E5E2P5QCBNF', '76934']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210717055928', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'ZMG2PPCH5GJ4YKJGZ7TGENACLL7LCOJX', '76945']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210718060648', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', '4PZ3DNWOTUNZSRSA5ELDEHYG56GUALY3', '76993']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210719052852', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'E2B2OZKSW7DFTR3GGH7A5GDRGTJ7GEJZ', '76710']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210720052253', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'JS7EHAWUCMHZX7GFCBPOPQIOVRFV2PIY', '77004']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210721054144', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'LNEHRVKECENTXZGQKAYICGYGSIMDYX72', '76218']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210722055705', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'II2W5W2TXVKXOJ4MDTA5PR272X46QPSF', '76426']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210723062529', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'GWALPBSCAMEOHPNYDTWVL2FCFGDFSVLC', '77114']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210724072015', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'BSCHXNS6CTBB6DI4PPTQRCZKAVMBPMS7', '76953']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210727080624', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'FKYELAGUXS6HXIULFYMATBW2LGOCBIPD', '77135']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210728075406', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'DNB4H6RQDB2O6F2SUU56WESTEDO53NMO', '76964']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.43', '20210729070101', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.43&r=stable', 'application/x-javascript', '200', 'O5LDOFJKWXKUTYCYONP7XILTDESJDRXX', '76949']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210730070251', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'ELNGQXVVOFK2BYG2EBMTLNY3YLAHVXET', '74631']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210731064420', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'WZAB2KL3GEVSKGJZBI4CLQ73M2LB26L5', '74638']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210801060820', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'warc/revisit', '-', 'ELNGQXVVOFK2BYG2EBMTLNY3YLAHVXET', '1255']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210802065543', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'NEBPS3IIXAWAWN5OX6WQY6BCMKB5NJU6', '74640']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210803063137', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'DY7DSIAGBL64B3VBMTKPN46KWUUZBZ3G', '74817']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210804053412', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'VDKGFK54UIMLLOU36SXJJMVE4SD36OKJ', '74649']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210805061330', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', '6ZIAY46D5XDJFX6UEREMHGPEWN5URF6J', '74815']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210806061047', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'DBPSXBX6RFQI6DOK446B6VYDD4RNSNZ4', '74454']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210807055254', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', '7RUMAPIDMD76W3B4L5S2Y4DYN2QQ7FFK', '73392']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210808060319', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'MZAWKFDURBPYOGNQ5BEXUD76LSKQBILR', '74277']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210809061433', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'GNEXEWPZSUXLRGCNBJ634B2NT657IHSY', '74749']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210810061311', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'AIVFP2ADDSSRAPMACB2R67JHFA5FZU4V', '74366']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210811061247', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'NZXECIWAE6JCBTUJE3HVNP7SUBMVUHAP', '74663']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210812053734', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'KTNYOM6LI2J5GCYLXVAPEPCLZFBYQ2X7', '74707']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210813055848', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', '7Q25LBGEPTEPBPMJNKCEUENBKDNARK5R', '74675']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210814061933', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'TDRXEPY66P3RRUZZSQ5FHOPCO2EFLGK6', '74829']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210815054534', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'VKHQ5WVH3QOT7L2OHCO7MGQZ7TU7LNWV', '74829']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210816061735', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'TXF6EYCPZLTMZRMA3SM4KPCBANG6UVV2', '74662']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210817071252', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'GDWTPTMB36CV6YVDUCVACSD2HOZ3PXNA', '74394']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210818072716', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'H7RK3XLC2YWUI66NNPIE6JDYEREP3JMO', '74622']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210819062115', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'VEFUSHZIOY32ZFHRT6JOMD34VDXBSTVL', '74574']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210820060236', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'BEHY5BSG33POQDBIBBCTWHGN6FUPQXK6', '74568']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210821055711', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'SI3YTY2T4FWIYJM43SD6XG6BKEW66CC4', '73913']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210822062731', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'OQNRIIYNTNY7JYBNOJDFF7YYCMD6THBW', '73920']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210823055837', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'AWVJDP566CM7GEJKVXR7JHQZICPWQKAH', '73873']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210824082639', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', '4UPVMVTSJRXCD2ABKXP44BSAKQNRZQZB', '74133']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.44', '20210825092505', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.44&r=stable', 'application/x-javascript', '200', 'CYC2QYAPLWR7FPVWLDLLXMC2Q2W3OKKT', '74840']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210826072117', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'KMGKI3LL6IRKIDOV7PKOIGKYUPIMBSP3', '90403']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210827061325', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'IE3VR6J4GJW7ABHLX33IIMPWZFE3ORTA', '90474']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210828061747', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'O4FLIODWJJCFZOBHM3VBQ2PNM2XTWHWW', '90341']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210829051906', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'CBSRU2IR57ABUWQKW7ZTSQFNYTS2GCPR', '90379']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210830061500', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'QBXVHMJJCCCZDFFQVNGZNSJMOJWMEBBC', '90394']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210831052933', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'UN62GAKYHX6I3FDCETNNHNIYE3C2MNQX', '90432']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210901064133', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'HLOUWYHKWEGDD44H5YSAYOMVZ76ZUIBR', '90623']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210902055347', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'NV72GYSHJUS6ICHJOUXQ5V33KKS5A6JG', '90468']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210904065134', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'LWN6TUGKTN5DD75W6Z3PGR6SGSWZWJAL', '90456']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210905060939', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'KSDF5ZYMDHCGD4WKEV6VZYZ6ETG25M7K', '90170']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210906062828', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'G6GYFOMSIR7YFFL7ZNFOUMT7HC6J5VYS', '90487']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210907063539', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'J2TRJQYGEWB7KQ6EDJS4HGWRWTLAZURZ', '90642']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210908065736', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', '5XL25XA4YZRKDCVHC3MXEEQZEUP756RN', '90459']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210909064433', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'NIHPOYV6Z3PFLKDFBSJLW6ZZPDXPW5YW', '90458']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210910065830', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'VP7CCYUOLQLRSVUCYLVJF2HT4TOKYM6B', '90349']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210911073141', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'FIJFQXFHLCSYM5UP2VB45AFEVFNIVSTI', '90158']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210912064439', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'HMZF6IUV4U5EANRZSM33HUFAIWKXUTDW', '90320']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210914071557', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'DJIEG52FGWAUOBTYZVUGLQU4AZPSWSBC', '90159']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210915061703', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'HD7SKI6KMZMLWUBGQITBXUBD222KBUOF', '89851']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210916033251', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'GENMUYD4KYD3V26P2VV5GDHML2UT56RK', '91695']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210916063402', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'RC2424EY7JWAUC5GX3YB3JTJPNKKSUK3', '90323']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210917063651', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'CJTV2TXWFD4FAIXBS7OMLKJLEZSA67TL', '90374']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210917231206', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'EUATVYXTP425QQPWVCIXSRUJY7B2O3QN', '90185']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210918072605', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'VHODKC3NUOWR25HPOAQQHGLPQ4ZHHPKE', '90196']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210921073409', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'FWBZC27PDWDNLZPOPXSYM6IJ76BVRK7L', '90365']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.45', '20210921084416', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.45&r=stable', 'application/x-javascript', '200', 'X6765QFUPIJG34HVNN3GAY7ESGTXKOQO', '90184']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.46', '20210922075243', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.46&r=stable', 'application/x-javascript', '200', 'BFQMBKY2HQ2ZP5KV3S5RUAAYHQOAUM3Y', '89537']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.46', '20210923070746', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.46&r=stable', 'application/x-javascript', '200', 'UCZ3BZXMWH6BVQ2GSNVN4P3GUTV4EFVY', '144757']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.46', '20210924070321', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.46&r=stable', 'application/x-javascript', '200', '2ETWW5KESN4K6CO7IO5SXPZWR26Z73EM', '144932']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.46', '20210925094031', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.46&r=stable', 'application/x-javascript', '200', 'RWO2U5K64ITI6XSVRBOXH6OOQ4FGXPCG', '145083']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.46', '20210926094629', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.46&r=stable', 'application/x-javascript', '200', 'UQCSRJQ5R5DUH7UE2GNIQVE3RBZ2MXLI', '145072']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.46', '20210927075855', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.46&r=stable', 'application/x-javascript', '200', 'NA4VZRIUWT54KKADIAF4LTL4JVY4DIQ2', '145074']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.46', '20210928061930', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.46&r=stable', 'application/x-javascript', '200', 'HVL7ASO7WE6E2T3HEM2V5YLXZLPMWUZZ', '144699']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20210929061544', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'XLR5JJ7YFXVXVIA6PYIHNYEXPRK4GHVP', '144680']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20210930063504', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'DYFQZRQCMYN2DHD5PTOLNJNMLQOVGRWL', '144683']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211001061527', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'F3Y4EC3H2SZ7BUMM2WC7SW6QYD2LYNP7', '144861']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211002070437', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', '775EMJYOW67IJNME5FPXQTYSG6JOXXYK', '145249']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211003071640', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'AT3FDVLQN4HVS7RGJ3KROYC7YBDSA32R', '145266']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211004064125', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'RWLNS6OPVVXUNT4LAF76L666OJQKNQWE', '144507']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211005055518', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'QPJRBHEPAZPYMGHO7Q74DTATBSUGX7XO', '144746']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211006091648', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'ONEXPIUZJSHOERXSWK4RWIWWZ4SB36NE', '144905']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211007073228', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'ZOHKL3KF447MVFQYUT2IYRKBQO4FXHJY', '145023']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211008064657', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'IJZ7D3TFFJEJXTSMLS4UDP5W3ICSGGIK', '145033']
